gpsData.latitude,gpsData.longitude,presentTs
35.965633,119.42935,1530498004
35.965216,119.429483,1530498715
35.964933,119.428966,1530499417
35.965383,119.429333,1530500103
35.96545,119.429516,1530501569
35.96545,119.429516,1530504692
35.96545,119.429516,1530514844
35.96545,119.429516,1530515687
35.96545,119.429516,1530516511
35.93495,119.43165,1530516516
35.934733,119.431633,1530517207
35.93475,119.43165,1530517895
35.933916,119.431666,1530518579
35.930966,119.4317,1530519266
35.9297,119.431916,1530519950
35.9297,119.431916,1530520721
35.929783,119.431783,1530521426
35.929816,119.43175,1530522112
35.92905,119.431866,1530522799
35.930883,119.43145,1530523487
35.93085,119.431383,1530524171
35.9333,119.43075,1530524855
35.930766,119.4315,1530525544
35.932216,119.430016,1530526230
35.930816,119.431416,1530526915
35.9313,119.431016,1530527602
35.930783,119.431416,1530528287
35.930816,119.431433,1530528973
35.930783,119.431416,1530529659
35.93085,119.431466,1530530355
35.930783,119.431433,1530531043
35.930833,119.431283,1530531731
35.929583,119.430633,1530532416
35.9308,119.431316,1530533104
35.929716,119.43035,1530533789
35.930833,119.431333,1530534476
35.93085,119.423016,1530535158
35.930816,119.4314,1530535845
35.930733,119.4318,1530536529
35.930816,119.431483,1530537215
35.9308,119.431416,1530537900
35.9308,119.431383,1530538585
35.9308,119.43145,1530539270
35.925233,119.423783,1530539957
35.930766,119.431266,1530540645
35.925983,119.42265,1530541329
35.92825,119.432,1530542015
35.930933,119.4315,1530542700
35.930816,119.4314,1530543386
35.930766,119.431466,1530544072
35.930983,119.43135,1530544756
35.9308,119.431366,1530545444
35.934383,119.42615,1530546127
35.930383,119.432066,1530546814
35.930783,119.43135,1530547499
35.9308,119.4314,1530548187
35.930716,119.431383,1530548872
35.9231,119.427516,1530549557
35.930866,119.431416,1530550245
35.9307,119.431516,1530550930
35.930433,119.43165,1530551615
35.934183,119.429316,1530552299
35.930816,119.431416,1530552992
35.93085,119.4314,1530553678
35.930883,119.431416,1530554365
35.9309,119.431433,1530555048
35.930816,119.431466,1530555733
35.930866,119.431483,1530556420
35.93085,119.431483,1530557106
35.934533,119.427233,1530557790
35.930916,119.431433,1530558477
35.930916,119.431416,1530559162
35.930933,119.431416,1530559848
35.9309,119.431416,1530560535
35.930883,119.431433,1530561220
35.930833,119.4308,1530561905
35.930883,119.431366,1530562591
35.93085,119.43145,1530563275
35.930833,119.431316,1530563961
35.930733,119.431266,1530564646
35.930833,119.431466,1530565331
35.930833,119.43145,1530566016
35.93075,119.431383,1530566701
35.930783,119.431416,1530567386
35.930733,119.431566,1530568072
35.930766,119.43145,1530568756
35.93085,119.431416,1530569442
35.930816,119.431433,1530570127
35.930833,119.431383,1530570812
35.930883,119.431433,1530571496
35.93085,119.4314,1530572183
35.93085,119.4314,1530572868
35.9308,119.43145,1530573551
35.930816,119.4313,1530574240
35.930783,119.431333,1530574924
35.9309,119.431383,1530575618
35.9308,119.431433,1530576318
35.930783,119.431383,1530577004
35.93075,119.431416,1530577690
35.930833,119.431416,1530578374
35.929283,119.424083,1530579062
35.930316,119.43165,1530579748
35.930466,119.431666,1530580434
35.93045,119.4317,1530581116
35.9305,119.4318,1530581803
35.930433,119.431716,1530582489
35.930466,119.431716,1530583173
35.930366,119.431433,1530583859
35.9303,119.431366,1530584545
35.9303,119.431366,1530585316
35.9303,119.431366,1530586088
35.930466,119.43155,1530586836
35.93045,119.43175,1530587520
35.930366,119.431666,1530588205
35.930383,119.4317,1530588940
35.93005,119.43135,1530589688
35.93005,119.43135,1530590459
35.93005,119.43135,1530591231
35.931133,119.430366,1530591948
35.93055,119.431516,1530592651
35.93055,119.431516,1530593422
35.93055,119.431516,1530594194
35.93045,119.431816,1530594901
35.929783,119.431833,1530595593
35.929783,119.431833,1530596364
35.929783,119.431833,1530597136
35.929883,119.431816,1530597900
35.929883,119.431816,1530598672
35.929883,119.431816,1530599444
35.929883,119.431816,1530600216
35.908916,119.441483,1530600244
35.9078,119.44175,1530600930
35.9071,119.442016,1530601614
35.907266,119.4409,1530602328
35.907266,119.4409,1530603099
35.9042,119.443166,1530603797
35.9042,119.443166,1530604568
35.903983,119.44345,1530605281
35.89655,119.446266,1530605967
35.89655,119.446266,1530606655
35.896616,119.4463,1530607339
35.896466,119.446066,1530608028
35.8965,119.4463,1530608712
35.896566,119.446133,1530609396
35.89655,119.4461,1530610083
35.896666,119.4458,1530610767
35.89655,119.446116,1530611452
35.896566,119.44615,1530612136
35.8966,119.446,1530612823
35.89655,119.446133,1530613508
35.896533,119.446133,1530614193
35.896483,119.446183,1530614878
35.896533,119.44615,1530615562
35.896533,119.44625,1530616247
35.896516,119.446183,1530616932
35.896533,119.446116,1530617617
35.89655,119.4462,1530618300
35.896483,119.446116,1530618985
35.8965,119.446183,1530619671
35.896566,119.446033,1530620357
35.896583,119.446166,1530621042
35.8965,119.446166,1530621727
35.896566,119.445966,1530622412
35.896483,119.446183,1530623097
