gpsData.latitude,gpsData.longitude,presentTs
36.845583,119.38225,1533633788
36.84562683,119.3824081,1533634354
36.84524155,119.3822021,1533634549
36.24716187,118.7067795,1533693770
36.24715042,118.7067642,1533693955
36.24713135,118.7067947,1533694140
36.2470932,118.7067032,1533694683
36.24685287,118.7066498,1533696322
36.24719238,118.7066879,1533699426
36.24773407,118.7080154,1533699791
36.24716568,118.7075653,1533699975
36.24739075,118.7075195,1533700160
36.247715,118.7066193,1533700524
36.23179245,118.6953735,1533700709
36.19290161,118.650856,1533710165
36.60029602,119.505188,1533793536
36.57756042,119.5190277,1533793774
36.55192566,119.517601,1533793977
36.52036285,119.5191574,1533794165
36.49988174,119.5189514,1533794350
36.50025558,119.5193939,1533794536
36.50971222,119.519165,1533794720
36.54085159,119.5184326,1533794906
36.57024765,119.5196686,1533795093
36.59894943,119.5141144,1533795280
36.59975815,119.5028152,1533795467
36.60019302,119.5032654,1533795652
36.60012054,119.5031128,1533795837
36.59991074,119.5031662,1533796021
36.60004425,119.5031738,1533796206
36.59996414,119.5030823,1533796390
36.59996414,119.5031281,1533796575
36.60036087,119.5057678,1533796759
36.60113907,119.5086136,1533796946
36.61256409,119.5181961,1533797131
36.61392975,119.5421829,1533797315
36.61468887,119.5548172,1533797500
36.61310959,119.554924,1533797689
36.60119247,119.5553894,1533797875
36.59246826,119.5559158,1533798064
36.58605194,119.5559311,1533798250
36.58166885,119.5576782,1533798439
36.58185959,119.5753098,1533798624
36.57772064,119.5774765,1533798809
36.57443237,119.5773773,1533799005
36.57454681,119.5775146,1533799194
36.57335663,119.5776978,1533799381
36.56915283,119.5776978,1533799565
36.56980133,119.5774765,1533799750
36.56980133,119.5776215,1533800479
36.56977844,119.5776596,1533800674
36.57035828,119.5779037,1533801759
36.57030869,119.5778656,1533801945
36.57002258,119.5774841,1533803058
36.57008743,119.5770874,1533803428
36.57107162,119.5774536,1533803974
36.57424164,119.5773392,1533804164
36.57609177,119.577179,1533804714
36.58203506,119.5671921,1533804902
36.58477402,119.5559158,1533805091
36.61397171,119.547287,1533805790
36.61292648,119.520462,1533805980
36.60635757,119.5091095,1533806165
36.6004982,119.5089951,1533806350
36.60029984,119.5044861,1533806535
36.60025406,119.5047302,1533806720
36.60009003,119.5044022,1533812484
36.60009766,119.5044632,1533819721
36.60000229,119.5043564,1533826936
36.60018921,119.5046692,1533834168
36.60020828,119.5045853,1533841394
36.59995651,119.5044785,1533848626
36.59973907,119.504776,1533852232
36.59982681,119.5042953,1533852419
36.6046524,119.5088348,1533852614
36.61227036,119.5185928,1533852804
36.61343765,119.5428543,1533852994
36.6137352,119.5552292,1533853186
36.60324478,119.5556259,1533853371
36.59095764,119.5562134,1533853558
36.58173752,119.5569763,1533853753
36.58138275,119.5727844,1533853943
36.57710266,119.5777893,1533854128
36.57126999,119.5780029,1533854331
36.56890106,119.5782928,1533854534
36.57433701,119.5777283,1533854928
36.57422638,119.5778427,1533855117
36.57473373,119.5776596,1533855312
36.57897949,119.5774612,1533855506
36.58172607,119.5712585,1533855702
36.5819931,119.5646515,1533855910
36.58320999,119.5562744,1533856113
36.5945816,119.5559082,1533856312
36.61412811,119.5475998,1533856773
36.61125946,119.5246277,1533856967
36.60948563,119.5080414,1533857163
36.59978104,119.5047073,1533857352
36.59912872,119.4766388,1533857565
36.59865952,119.4613647,1533857751
36.5975647,119.4419785,1533857943
36.59783173,119.4086761,1533858143
36.5976181,119.3958435,1533858350
36.59829712,119.3794022,1533858544
36.5967598,119.3819351,1533858756
36.59690094,119.3819351,1533858968
36.5965271,119.3821945,1533859171
36.59711456,119.381897,1533859374
36.59695816,119.3812866,1533859592
36.59785461,119.3788071,1533859782
36.59798431,119.4069061,1533860019
36.59749603,119.4362106,1533860237
36.5992012,119.4661255,1533860445
36.6000824,119.5036316,1533860877
36.60006332,119.5037003,1533861064
36.59991455,119.5037537,1533868321
36.59994888,119.5037155,1533869614
36.59999084,119.5039597,1533876820
36.60006332,119.5036697,1533879911
36.60026932,119.5037384,1533880096
36.60057068,119.5034256,1533887301
36.60037994,119.5032349,1533891266
36.60063934,119.5062637,1533891452
36.58955383,119.5179062,1533891641
36.56573105,119.5197144,1533891828
36.53260422,119.5190582,1533892015
36.50479889,119.5196228,1533892200
36.49216843,119.5190125,1533892390
36.46641159,119.5208054,1533892578
36.45264053,119.5212784,1533892765
36.45146561,119.5207138,1533892950
36.45209122,119.5212479,1533894036
36.45215607,119.5213013,1533895661
36.45266342,119.5209427,1533895846
36.45207977,119.5211716,1533896031
36.45240021,119.5211792,1533896217
36.4522934,119.5211792,1533896402
