gpsData.latitude,gpsData.longitude,presentTs
35.976166,119.380316,1530342726
35.976166,119.380316,1530342927
35.976333,119.38035,1530342932
35.975983,119.38055,1530343619
35.975683,119.385,1530344304
35.976316,119.381,1530344990
35.976133,119.380966,1530345677
35.976133,119.381,1530346362
35.976216,119.380983,1530347048
35.976066,119.380416,1530347733
35.976133,119.3803,1530348416
35.9762,119.380283,1530349101
35.97625,119.38385,1530349785
35.93505,119.41305,1530350472
35.964816,119.446983,1530351181
35.946083,119.514983,1530351871
35.911333,119.502683,1530352556
35.880933,119.460866,1530353242
35.880516,119.46095,1530353926
35.884033,119.460866,1530354618
35.89855,119.492616,1530355303
35.911166,119.5026,1530355989
35.911133,119.502616,1530356675
35.9511,119.514266,1530357379
35.9835,119.452083,1530358065
35.976316,119.384416,1530358752
36.01365,119.365783,1530359486
36.014283,119.365133,1530360172
36.013116,119.36195,1530360861
36.01415,119.364916,1530361550
36.010666,119.36465,1530362235
36.0103,119.361183,1530362921
36.014033,119.365116,1530363608
36.015716,119.3625,1530364291
36.0142,119.365216,1530364978
36.01415,119.3651,1530365663
36.01425,119.36525,1530366348
36.014166,119.365183,1530367033
36.014133,119.365116,1530367717
36.01415,119.365116,1530368401
36.014166,119.36505,1530369088
36.014233,119.365166,1530369773
36.014266,119.365166,1530370457
36.0092,119.356333,1530371142
36.014316,119.36505,1530371827
36.015133,119.3612,1530372513
36.014166,119.365,1530373199
36.014233,119.365016,1530373892
36.0142,119.365,1530374583
36.014266,119.365066,1530375269
36.014183,119.365133,1530375953
36.01415,119.3651,1530376648
36.010916,119.352416,1530377337
36.014183,119.365116,1530378022
36.00835,119.360366,1530378706
36.014133,119.365183,1530379434
36.003916,119.366,1530380118
36.015716,119.363166,1530380803
36.0142,119.365116,1530381490
36.014183,119.365133,1530382177
36.01425,119.36505,1530382862
36.01415,119.365183,1530383548
36.0142,119.3651,1530384231
36.014266,119.365016,1530384919
36.014233,119.365116,1530385606
36.014266,119.364966,1530386292
36.01425,119.365,1530386976
36.0142,119.364983,1530387664
36.014266,119.364966,1530388349
36.014183,119.36495,1530389034
36.014233,119.365,1530389719
36.014216,119.365,1530390405
36.014233,119.365066,1530391089
36.01425,119.3649,1530391775
36.012983,119.361866,1530392457
36.010766,119.3638,1530393144
36.014216,119.365133,1530393836
36.014083,119.365,1530394525
36.0141,119.365066,1530395211
36.0141,119.365066,1530395897
36.0142,119.365133,1530396581
36.016916,119.35935,1530397265
36.013483,119.362783,1530397949
36.014166,119.365066,1530398635
36.014183,119.365083,1530399320
35.975933,119.369733,1530400005
35.97625,119.421,1530400689
35.97325,119.432583,1530401374
35.96475,119.4454,1530402061
35.964733,119.44665,1530402747
35.949566,119.514533,1530403431
35.911383,119.502683,1530404116
35.92935,119.5079,1530404802
35.965183,119.460983,1530405490
35.94095,119.431316,1530406176
35.934716,119.387983,1530406863
35.924483,119.366233,1530407549
35.92685,119.367116,1530408235
35.941416,119.374933,1530408995
35.941433,119.3752,1530409701
35.941466,119.375316,1530410386
35.94145,119.375366,1530411070
35.941383,119.374566,1530411755
35.941383,119.374433,1530412443
35.941383,119.374,1530413129
35.941533,119.374666,1530413815
35.944266,119.376366,1530414500
35.95075,119.355883,1530415190
35.95645,119.355766,1530415875
35.9566,119.35585,1530416566
35.9565,119.355883,1530417252
35.956566,119.355866,1530417938
35.956533,119.355883,1530418624
35.956533,119.355866,1530419307
35.95655,119.355933,1530419992
35.95655,119.35585,1530420679
35.95655,119.355883,1530421365
35.95655,119.355883,1530422136
35.942183,119.4314,1530422881
35.964733,119.42925,1530423603
35.97545,119.372116,1530424291
36.014283,119.365133,1530424989
36.01425,119.365233,1530425683
36.014083,119.365766,1530426388
36.014166,119.365083,1530427079
36.014316,119.3652,1530427773
36.014616,119.364433,1530428461
36.01425,119.365166,1530429154
36.014116,119.365366,1530429838
36.0142,119.365083,1530430523
36.014266,119.364983,1530431209
36.0143,119.365133,1530431898
36.014316,119.36485,1530432584
36.014166,119.36495,1530433268
36.014283,119.365166,1530433952
36.01205,119.362816,1530434638
36.0142,119.365,1530435329
36.014266,119.3651,1530436014
36.01415,119.365033,1530436699
36.014266,119.36505,1530437385
36.016833,119.36035,1530438067
36.014166,119.365066,1530438753
36.014233,119.364716,1530439439
36.014383,119.3647,1530440124
36.014116,119.365033,1530440809
36.014183,119.364966,1530441494
36.014166,119.365033,1530442179
36.014183,119.3651,1530442863
36.014116,119.365083,1530443548
36.014166,119.365133,1530444233
36.014,119.36495,1530444928
36.0141,119.364916,1530445614
36.013983,119.364933,1530446301
36.014183,119.364966,1530446987
36.014066,119.364916,1530447673
36.005266,119.356583,1530448359
36.01415,119.352133,1530449047
36.014183,119.365183,1530449733
36.014233,119.365216,1530450416
36.0142,119.365166,1530451100
36.014233,119.365183,1530451783
36.0142,119.365183,1530452467
36.014216,119.3651,1530453151
36.014216,119.3651,1530453836
36.014183,119.3652,1530454520
36.014183,119.3651,1530455204
36.014283,119.36515,1530455887
36.014233,119.36505,1530456571
36.014216,119.36505,1530457259
36.013983,119.360633,1530457950
36.014166,119.365133,1530458636
36.01275,119.355333,1530459319
36.0142,119.365016,1530460005
36.014166,119.365116,1530460696
36.014316,119.364983,1530461383
36.014333,119.364933,1530462069
36.014183,119.364966,1530462756
36.014166,119.3651,1530463440
36.014233,119.36505,1530464126
36.014166,119.365166,1530464812
36.01415,119.3652,1530465497
36.0141,119.365033,1530466181
36.014166,119.365066,1530466867
36.014233,119.365083,1530467554
36.014233,119.3651,1530468240
36.014233,119.365083,1530468925
36.014216,119.365033,1530469611
36.01845,119.360516,1530470295
36.014216,119.365116,1530470981
36.014316,119.364983,1530471670
36.01425,119.365066,1530472354
36.014283,119.365066,1530473040
36.01425,119.364966,1530473724
36.0143,119.365066,1530474411
36.014266,119.365166,1530475101
36.014233,119.3651,1530475786
36.014233,119.365,1530476472
36.016683,119.358633,1530477159
36.014233,119.365,1530477847
36.013983,119.364983,1530478533
36.012683,119.365,1530479217
36.0141,119.365,1530479901
36.014033,119.365133,1530480585
36.0141,119.36505,1530481271
36.01415,119.365083,1530481954
36.014133,119.3651,1530482639
36.01415,119.3651,1530483324
36.014216,119.365066,1530484009
36.014166,119.365116,1530484692
36.014183,119.36505,1530485376
36.0142,119.365083,1530486061
36.014116,119.365,1530486744
36.0142,119.365183,1530487428
36.031833,119.380166,1530488114
36.030433,119.43105,1530488805
36.047333,119.476933,1530489543
36.048533,119.5564,1530490229
36.063583,119.584216,1530490944
36.063383,119.5845,1530491641
36.063483,119.5844,1530492327
36.063433,119.584433,1530493011
36.05015,119.564966,1530493695
36.04395,119.511233,1530494382
35.98505,119.509416,1530495108
35.956583,119.5127,1530495794
35.905516,119.499716,1530496480
35.89685,119.487566,1530497164
35.895933,119.484283,1530497849
35.895966,119.484266,1530498534
35.895933,119.484316,1530499219
35.895933,119.484283,1530499905
35.895966,119.484216,1530500591
35.89585,119.484233,1530501276
35.89595,119.48435,1530501961
35.895833,119.484166,1530502648
35.895933,119.484316,1530503334
35.895933,119.484366,1530504019
35.895933,119.484333,1530504704
35.89595,119.48435,1530505390
35.896,119.484366,1530506075
35.895933,119.484416,1530506761
35.896,119.484333,1530507448
35.895983,119.484383,1530508132
35.89605,119.484366,1530508818
35.89605,119.484366,1530509503
35.896083,119.4843,1530510189
35.896216,119.483433,1530510875
35.896033,119.484333,1530511561
35.896433,119.486083,1530512246
35.896483,119.486083,1530512930
35.896416,119.486,1530513615
35.896533,119.486083,1530514299
35.896416,119.486,1530514986
35.896433,119.486,1530515670
35.89645,119.486033,1530516352
35.896333,119.486016,1530517040
35.8964,119.485983,1530517725
35.895616,119.482633,1530518410
35.894333,119.477716,1530519094
35.894183,119.477766,1530519779
35.894133,119.4768,1530520464
35.897,119.48835,1530521150
35.909783,119.501983,1530521835
35.962483,119.51145,1530522521
35.962483,119.51145,1530523296
35.999983,119.51745,1530523302
36.049266,119.524066,1530523987
36.059783,119.576933,1530524672
36.063783,119.584466,1530525385
36.05945,119.5763,1530526072
36.049516,119.516483,1530526791
36.04935,119.4603,1530527476
36.029033,119.431466,1530528196
35.994666,119.430183,1530528916
35.984,119.473733,1530529621
35.94495,119.51445,1530530307
35.89335,119.474283,1530530994
35.890516,119.466966,1530531680
35.8905,119.466983,1530532366
35.890466,119.466783,1530533051
35.910733,119.502566,1530533736
35.8945,119.47805,1530534421
35.9063,119.500066,1530535107
35.89495,119.480033,1530535792
35.890616,119.447616,1530536477
35.890666,119.44765,1530537162
35.890783,119.44735,1530537849
35.93525,119.431733,1530538538
35.979533,119.420566,1530539223
35.996483,119.369333,1530539909
36.014233,119.365166,1530540625
36.014183,119.3651,1530541311
36.0139,119.364633,1530541996
36.014216,119.365083,1530542679
36.014183,119.365,1530543364
36.014266,119.36505,1530544059
36.012366,119.363083,1530544743
36.013933,119.364783,1530545430
36.014166,119.365083,1530546123
36.0172,119.356616,1530546808
36.014433,119.3648,1530547494
36.02075,119.359033,1530548179
36.01415,119.365033,1530548866
36.014233,119.365116,1530549551
36.014266,119.365,1530550237
36.014216,119.3651,1530550924
36.014183,119.36505,1530551610
36.014166,119.365016,1530552295
36.0142,119.365033,1530552979
36.014183,119.365133,1530553664
36.0142,119.365116,1530554351
36.014166,119.365033,1530555036
36.020383,119.360483,1530555719
36.019916,119.360133,1530556404
36.014116,119.365283,1530557091
36.014233,119.365,1530557778
36.014266,119.364916,1530558463
36.01425,119.365,1530559149
36.0142,119.364866,1530559836
36.014183,119.36515,1530560520
36.014283,119.364816,1530561205
36.014216,119.365066,1530561889
36.014216,119.365033,1530562575
36.0142,119.365033,1530563258
36.014216,119.36495,1530563942
36.0142,119.364883,1530564628
36.01415,119.365033,1530565313
36.014166,119.36495,1530565999
36.0141,119.365133,1530566683
36.011266,119.358833,1530567367
36.014166,119.36505,1530568052
36.0142,119.365066,1530568736
36.014216,119.365133,1530569422
36.0142,119.365166,1530570106
36.014183,119.365083,1530570791
36.014116,119.364966,1530571474
36.010166,119.349016,1530572155
36.014266,119.365216,1530572844
36.008183,119.3571,1530573527
36.014116,119.365083,1530574215
36.01235,119.362483,1530574898
36.014233,119.365,1530575583
36.014383,119.364966,1530576268
36.01415,119.364983,1530576955
36.014166,119.365,1530577639
36.014233,119.365,1530578326
36.014233,119.36505,1530579011
36.01425,119.365033,1530579694
36.014216,119.3651,1530580380
36.014283,119.365083,1530581064
36.01425,119.365066,1530581750
36.014283,119.365083,1530582436
36.014183,119.365033,1530583121
36.014216,119.365083,1530583807
36.011733,119.359116,1530584492
36.011733,119.359116,1530585264
36.115683,119.403433,1530585994
